,PseudoTime
E649_16,0.050505050505050504
E619_55,0.18181818181818182
E224_42,0.13804713804713806
E432_69,0.22895622895622897
E989_211,0.7070707070707071
E440_263,0.8821548821548821
E55_121,0.40404040404040403
E818_238,0.797979797979798
E204_55,0.18181818181818182
E202_100,0.3333333333333333
E273_246,0.8249158249158249
E780_224,0.7508417508417509
E922_232,0.7777777777777778
E841_241,0.8080808080808081
E987_171,0.5723905723905723
E997_38,0.12457912457912458
E378_242,0.8114478114478114
E22_161,0.5387205387205387
E40_117,0.39057239057239057
E396_297,0.9966329966329966
E973_206,0.6902356902356902
E803_10,0.030303030303030304
E789_134,0.4478114478114478
E390_33,0.10774410774410774
E154_258,0.8653198653198653
E753_225,0.7542087542087542
E162_218,0.7306397306397306
E723_18,0.05723905723905724
E464_265,0.8888888888888888
E559_152,0.5084175084175084
E855_76,0.25252525252525254
E198_182,0.6094276094276094
E572_208,0.696969696969697
E990_205,0.6868686868686869
E156_222,0.7441077441077442
E573_147,0.49158249158249157
E496_29,0.09427609427609428
E456_141,0.4713804713804714
E240_82,0.2727272727272727
E465_191,0.6397306397306397
E64_208,0.696969696969697
E282_68,0.2255892255892256
E475_238,0.797979797979798
E148_211,0.7070707070707071
E319_46,0.15151515151515152
E182_281,0.9427609427609428
E226_192,0.6430976430976431
E509_275,0.9225589225589226
E302_83,0.2760942760942761
E769_272,0.9124579124579124
E963_188,0.6296296296296297
E177_90,0.2996632996632997
E250_201,0.6734006734006734
E682_131,0.4377104377104377
E901_63,0.20875420875420875
E4_247,0.8282828282828283
E170_267,0.8956228956228957
E421_246,0.8249158249158249
E452_115,0.3838383838383838
E992_164,0.5488215488215489
E587_135,0.4511784511784512
E364_180,0.6026936026936027
E161_244,0.8181818181818182
E876_45,0.14814814814814814
E848_35,0.11447811447811448
E168_143,0.4781144781144781
E347_131,0.4377104377104377
E20_197,0.6599326599326599
E702_219,0.734006734006734
E602_94,0.31313131313131315
E104_211,0.7070707070707071
E11_55,0.18181818181818182
E201_200,0.67003367003367
E184_82,0.2727272727272727
E149_13,0.04040404040404041
E179_158,0.5286195286195287
E28_127,0.42424242424242425
E748_25,0.08080808080808081
E231_270,0.9057239057239057
E739_67,0.2222222222222222
E341_119,0.39730639730639733
E386_68,0.2255892255892256
E107_62,0.2053872053872054
E537_169,0.5656565656565656
E79_5,0.013468013468013467
E714_249,0.835016835016835
E497_42,0.13804713804713806
E246_167,0.5589225589225589
E287_242,0.8114478114478114
E321_216,0.7239057239057239
E864_225,0.7542087542087542
E351_251,0.8417508417508418
E523_230,0.7710437710437711
E124_68,0.2255892255892256
E292_278,0.9326599326599326
E711_103,0.3434343434343434
E588_206,0.6902356902356902
E233_142,0.47474747474747475
E694_21,0.06734006734006734
E881_198,0.6632996632996633
E996_55,0.18181818181818182
E815_8,0.02356902356902357
E885_189,0.632996632996633
E936_128,0.4276094276094276
E0_49,0.16161616161616163
E645_62,0.2053872053872054
E280_177,0.5925925925925926
E461_4,0.010101010101010102
E340_65,0.21548821548821548
E703_191,0.6397306397306397
E653_88,0.29292929292929293
E412_25,0.08080808080808081
E734_224,0.7508417508417509
E331_19,0.06060606060606061
E593_258,0.8653198653198653
E279_6,0.016835016835016835
E764_89,0.2962962962962963
E395_19,0.06060606060606061
E435_183,0.6127946127946128
E495_165,0.5521885521885522
E105_149,0.4983164983164983
E820_44,0.1447811447811448
E771_283,0.9494949494949495
E483_141,0.4713804713804714
E915_207,0.6936026936026936
E423_45,0.14814814814814814
E444_174,0.5824915824915825
E743_66,0.21885521885521886
E607_62,0.2053872053872054
E605_200,0.67003367003367
E309_2,0.003367003367003367
E180_284,0.9528619528619529
E241_209,0.7003367003367004
E953_86,0.28619528619528617
E203_288,0.9663299663299664
E404_185,0.6195286195286195
E874_148,0.494949494949495
E258_284,0.9528619528619529
E643_262,0.8787878787878788
E128_241,0.8080808080808081
E369_172,0.5757575757575758
E942_37,0.12121212121212122
E315_171,0.5723905723905723
E532_168,0.5622895622895623
E680_61,0.20202020202020202
E207_148,0.494949494949495
E858_146,0.4882154882154882
E642_46,0.15151515151515152
E87_257,0.8619528619528619
E480_296,0.9932659932659933
E15_40,0.13131313131313133
E895_155,0.5185185185185185
E78_225,0.7542087542087542
E66_270,0.9057239057239057
E651_210,0.7037037037037037
E275_95,0.3164983164983165
E795_260,0.8720538720538721
E454_70,0.23232323232323232
E674_161,0.5387205387205387
E883_186,0.622895622895623
E173_68,0.2255892255892256
E131_72,0.23905723905723905
E879_5,0.013468013468013467
E328_170,0.569023569023569
E307_289,0.9696969696969697
E866_110,0.367003367003367
E109_9,0.026936026936026935
E594_70,0.23232323232323232
E130_163,0.5454545454545454
E916_83,0.2760942760942761
E414_275,0.9225589225589226
E195_138,0.4612794612794613
E561_193,0.6464646464646465
E81_285,0.9562289562289562
E507_224,0.7508417508417509
E614_108,0.3602693602693603
E555_1,0.0
E382_187,0.6262626262626263
E621_267,0.8956228956228957
E485_297,0.9966329966329966
E74_263,0.8821548821548821
E699_178,0.5959595959595959
E726_62,0.2053872053872054
E689_91,0.30303030303030304
E534_181,0.6060606060606061
E283_149,0.4983164983164983
E96_4,0.010101010101010102
E21_231,0.7744107744107744
E37_105,0.3501683501683502
E825_66,0.21885521885521886
E669_260,0.8720538720538721
E35_241,0.8080808080808081
E266_206,0.6902356902356902
E320_181,0.6060606060606061
E374_179,0.5993265993265994
E758_246,0.8249158249158249
E114_31,0.10101010101010101
E291_168,0.5622895622895623
E767_239,0.8013468013468014
E918_64,0.21212121212121213
E385_196,0.6565656565656566
E213_136,0.45454545454545453
E84_214,0.7171717171717171
E627_4,0.010101010101010102
E2_41,0.13468013468013468
E1_254,0.8518518518518519
E158_108,0.3602693602693603
E218_239,0.8013468013468014
E635_211,0.7070707070707071
E192_13,0.04040404040404041
E660_122,0.4074074074074074
E311_38,0.12457912457912458
E460_8,0.02356902356902357
E959_214,0.7171717171717171
E135_118,0.3939393939393939
E744_284,0.9528619528619529
E428_219,0.734006734006734
E592_99,0.32996632996632996
E117_143,0.4781144781144781
E695_25,0.08080808080808081
E466_17,0.05387205387205387
E877_187,0.6262626262626263
E357_180,0.6026936026936027
E786_38,0.12457912457912458
E191_281,0.9427609427609428
E451_160,0.5353535353535354
E934_8,0.02356902356902357
E628_258,0.8653198653198653
E325_88,0.29292929292929293
E644_200,0.67003367003367
E276_59,0.19528619528619529
E526_249,0.835016835016835
E524_244,0.8181818181818182
E985_99,0.32996632996632996
E439_261,0.8754208754208754
E944_276,0.9259259259259259
E305_147,0.49158249158249157
E429_129,0.43097643097643096
E563_62,0.2053872053872054
E462_170,0.569023569023569
E785_129,0.43097643097643096
E5_37,0.12121212121212122
E150_198,0.6632996632996633
E673_199,0.6666666666666666
E504_157,0.5252525252525253
E724_271,0.9090909090909091
E503_86,0.28619528619528617
E955_24,0.07744107744107744
E618_25,0.08080808080808081
E83_209,0.7003367003367004
E265_91,0.30303030303030304
E860_155,0.5185185185185185
E870_289,0.9696969696969697
E697_60,0.19865319865319866
E564_63,0.20875420875420875
E36_203,0.6801346801346801
E567_163,0.5454545454545454
E586_288,0.9663299663299664
E834_235,0.7878787878787878
E620_38,0.12457912457912458
E326_113,0.3771043771043771
E219_212,0.7104377104377104
E626_32,0.10437710437710437
E913_219,0.734006734006734
E312_296,0.9932659932659933
E252_36,0.11784511784511785
E535_252,0.8451178451178452
E422_157,0.5252525252525253
E479_253,0.8484848484848485
E163_3,0.006734006734006734
E344_271,0.9090909090909091
E566_291,0.9764309764309764
E330_73,0.24242424242424243
E221_192,0.6430976430976431
E832_73,0.24242424242424243
E926_168,0.5622895622895623
E143_230,0.7710437710437711
E533_68,0.2255892255892256
E487_126,0.4208754208754209
E333_148,0.494949494949495
E288_100,0.3333333333333333
E468_81,0.26936026936026936
E964_226,0.7575757575757576
E52_187,0.6262626262626263
E256_121,0.40404040404040403
E469_218,0.7306397306397306
E50_9,0.026936026936026935
E823_284,0.9528619528619529
E9_23,0.07407407407407407
E512_176,0.5892255892255892
E431_143,0.4781144781144781
E696_134,0.4478114478114478
E732_93,0.30976430976430974
E544_145,0.48484848484848486
E103_237,0.7946127946127947
E604_182,0.6094276094276094
E281_135,0.4511784511784512
E251_202,0.6767676767676768
E155_160,0.5353535353535354
E906_92,0.3063973063973064
E263_144,0.48148148148148145
E897_168,0.5622895622895623
E735_148,0.494949494949495
E329_166,0.5555555555555556
E61_186,0.622895622895623
E327_79,0.26262626262626265
E956_52,0.1717171717171717
E402_241,0.8080808080808081
E372_141,0.4713804713804714
E609_8,0.02356902356902357
E137_65,0.21548821548821548
E793_242,0.8114478114478114
E437_60,0.19865319865319866
E85_48,0.15824915824915825
E501_64,0.21212121212121213
E599_291,0.9764309764309764
E380_288,0.9663299663299664
E978_271,0.9090909090909091
E976_198,0.6632996632996633
E730_245,0.8215488215488216
E59_173,0.5791245791245792
E733_36,0.11784511784511785
E353_262,0.8787878787878788
E600_157,0.5252525252525253
E861_121,0.40404040404040403
E157_72,0.23905723905723905
E510_47,0.15488215488215487
E752_71,0.2356902356902357
E160_235,0.7878787878787878
E794_36,0.11784511784511785
E583_52,0.1717171717171717
E427_178,0.5959595959595959
E230_25,0.08080808080808081
E285_61,0.20202020202020202
E391_81,0.26936026936026936
E813_23,0.07407407407407407
E900_265,0.8888888888888888
E574_108,0.3602693602693603
E359_174,0.5824915824915825
E94_270,0.9057239057239057
E508_132,0.44107744107744107
E553_290,0.9730639730639731
E488_90,0.2996632996632997
E367_177,0.5925925925925926
E97_123,0.4107744107744108
E805_289,0.9696969696969697
E379_51,0.16835016835016836
E463_176,0.5892255892255892
E101_120,0.4006734006734007
E954_39,0.12794612794612795
E705_112,0.37373737373737376
E668_80,0.265993265993266
E102_135,0.4511784511784512
E914_235,0.7878787878787878
E407_203,0.6801346801346801
E830_198,0.6632996632996633
E39_156,0.5218855218855218
E941_186,0.622895622895623
E513_240,0.8047138047138047
E773_178,0.5959595959595959
E453_272,0.9124579124579124
E679_98,0.3265993265993266
E792_149,0.4983164983164983
E106_114,0.38047138047138046
E393_50,0.16498316498316498
E522_283,0.9494949494949495
E481_184,0.6161616161616161
E310_255,0.8552188552188552
E95_3,0.006734006734006734
E405_25,0.08080808080808081
E920_100,0.3333333333333333
E343_145,0.48484848484848486
E274_150,0.5016835016835017
E492_26,0.08417508417508418
E932_199,0.6666666666666666
E836_228,0.7643097643097643
E116_285,0.9562289562289562
E727_255,0.8552188552188552
E683_64,0.21212121212121213
E923_55,0.18181818181818182
E835_33,0.10774410774410774
E73_70,0.23232323232323232
E928_119,0.39730639730639733
E927_295,0.98989898989899
E693_16,0.050505050505050504
E656_269,0.9023569023569024
E775_17,0.05387205387205387
E471_154,0.5151515151515151
E352_291,0.9764309764309764
E613_290,0.9730639730639731
E511_107,0.3569023569023569
E100_100,0.3333333333333333
E842_284,0.9528619528619529
E977_267,0.8956228956228957
E228_82,0.2727272727272727
E242_73,0.24242424242424243
E49_14,0.04377104377104377
E865_15,0.04713804713804714
E616_151,0.5050505050505051
E657_96,0.31986531986531985
E765_61,0.20202020202020202
E585_125,0.4175084175084175
E31_66,0.21885521885521886
E708_259,0.8686868686868687
E209_227,0.7609427609427609
E741_173,0.5791245791245792
E704_117,0.39057239057239057
E596_28,0.09090909090909091
E798_164,0.5488215488215489
E939_180,0.6026936026936027
E361_116,0.3872053872053872
E667_62,0.2053872053872054
E400_209,0.7003367003367004
E349_137,0.45791245791245794
E646_264,0.8855218855218855
E844_90,0.2996632996632997
E401_115,0.3838383838383838
E999_178,0.5959595959595959
E419_284,0.9528619528619529
E517_55,0.18181818181818182
E270_109,0.36363636363636365
E120_263,0.8821548821548821
E847_176,0.5892255892255892
E849_161,0.5387205387205387
E749_5,0.013468013468013467
E455_20,0.06397306397306397
E500_246,0.8249158249158249
E515_150,0.5016835016835017
E138_263,0.8821548821548821
E323_27,0.08754208754208755
E983_49,0.16161616161616163
E772_194,0.6498316498316499
E707_200,0.67003367003367
E851_6,0.016835016835016835
E898_85,0.2828282828282828
E859_254,0.8518518518518519
E763_65,0.21548821548821548
E891_26,0.08417508417508418
E871_19,0.06060606060606061
E300_250,0.8383838383838383
E332_137,0.45791245791245794
E606_139,0.46464646464646464
E424_90,0.2996632996632997
E115_290,0.9730639730639731
E662_129,0.43097643097643096
E482_41,0.13468013468013468
E3_110,0.367003367003367
E129_140,0.468013468013468
E557_117,0.39057239057239057
E210_157,0.5252525252525253
E377_13,0.04040404040404041
E189_146,0.4882154882154882
E211_202,0.6767676767676768
E720_249,0.835016835016835
E784_244,0.8181818181818182
E14_104,0.3468013468013468
E718_259,0.8686868686868687
E146_17,0.05387205387205387
E655_138,0.4612794612794613
E16_82,0.2727272727272727
E843_116,0.3872053872053872
E152_215,0.7205387205387206
E975_80,0.265993265993266
E579_42,0.13804713804713806
E845_287,0.9629629629629629
E641_246,0.8249158249158249
E354_211,0.7070707070707071
E933_81,0.26936026936026936
E520_177,0.5925925925925926
E371_273,0.9158249158249159
E652_106,0.35353535353535354
E582_162,0.5420875420875421
E838_179,0.5993265993265994
E715_65,0.21548821548821548
E850_72,0.23905723905723905
E260_162,0.5420875420875421
E541_223,0.7474747474747475
E119_292,0.9797979797979798
E376_86,0.28619528619528617
E722_146,0.4882154882154882
E740_118,0.3939393939393939
E484_192,0.6430976430976431
E756_30,0.09764309764309764
E961_265,0.8888888888888888
E356_22,0.0707070707070707
E729_231,0.7744107744107744
E32_99,0.32996632996632996
E539_133,0.4444444444444444
E686_195,0.6531986531986532
E12_285,0.9562289562289562
E857_74,0.24579124579124578
E494_101,0.3367003367003367
E46_32,0.10437710437710437
E110_284,0.9528619528619529
E363_176,0.5892255892255892
E546_165,0.5521885521885522
E630_136,0.45454545454545453
E905_132,0.44107744107744107
E731_217,0.7272727272727273
E132_113,0.3771043771043771
E318_184,0.6161616161616161
E441_92,0.3063973063973064
E82_223,0.7474747474747475
E264_172,0.5757575757575758
E623_80,0.265993265993266
E925_212,0.7104377104377104
E91_117,0.39057239057239057
E459_108,0.3602693602693603
E34_75,0.24915824915824916
E111_228,0.7643097643097643
E141_84,0.27946127946127947
E514_62,0.2053872053872054
E176_84,0.27946127946127947
E187_87,0.2895622895622896
E70_169,0.5656565656565656
E126_295,0.98989898989899
E249_277,0.9292929292929293
E317_4,0.010101010101010102
E8_185,0.6195286195286195
E442_111,0.37037037037037035
E229_100,0.3333333333333333
E760_98,0.3265993265993266
E719_259,0.8686868686868687
E738_192,0.6430976430976431
E827_283,0.9494949494949495
E518_144,0.48148148148148145
E145_186,0.622895622895623
E151_66,0.21885521885521886
E839_272,0.9124579124579124
E909_104,0.3468013468013468
E917_190,0.6363636363636364
E257_172,0.5757575757575758
E506_206,0.6902356902356902
E746_269,0.9023569023569024
E755_37,0.12121212121212122
E342_194,0.6498316498316499
E970_112,0.37373737373737376
E666_210,0.7037037037037037
E637_11,0.03367003367003367
E399_111,0.37037037037037035
E721_165,0.5521885521885522
E217_286,0.9595959595959596
E787_7,0.020202020202020204
E980_209,0.7003367003367004
E938_161,0.5387205387205387
E220_277,0.9292929292929293
E304_206,0.6902356902356902
E355_297,0.9966329966329966
E406_115,0.3838383838383838
E974_298,1.0
E295_170,0.569023569023569
E751_102,0.3400673400673401
E93_36,0.11784511784511785
E403_2,0.003367003367003367
E214_54,0.17845117845117844
E42_149,0.4983164983164983
E639_166,0.5555555555555556
E971_142,0.47474747474747475
E799_183,0.6127946127946128
E545_252,0.8451178451178452
E188_62,0.2053872053872054
E589_210,0.7037037037037037
E552_48,0.15824915824915825
E172_64,0.21212121212121213
E394_265,0.8888888888888888
E640_258,0.8653198653198653
E313_207,0.6936026936026936
E445_10,0.030303030303030304
E889_7,0.020202020202020204
E387_270,0.9057239057239057
E712_66,0.21885521885521886
E777_87,0.2895622895622896
E852_79,0.26262626262626265
E121_58,0.1919191919191919
E810_8,0.02356902356902357
E688_167,0.5589225589225589
E754_220,0.7373737373737373
E968_55,0.18181818181818182
E768_159,0.531986531986532
E681_248,0.8316498316498316
E392_108,0.3602693602693603
E638_104,0.3468013468013468
E368_238,0.797979797979798
E691_238,0.797979797979798
E788_227,0.7609427609427609
E410_244,0.8181818181818182
E290_177,0.5925925925925926
E77_29,0.09427609427609428
E490_1,0.0
E225_68,0.2255892255892256
E29_170,0.569023569023569
E272_51,0.16835016835016836
E43_31,0.10101010101010101
E633_66,0.21885521885521886
E345_121,0.40404040404040403
E995_241,0.8080808080808081
E408_55,0.18181818181818182
E930_159,0.531986531986532
E375_78,0.25925925925925924
E542_179,0.5993265993265994
E370_171,0.5723905723905723
E648_88,0.29292929292929293
E409_167,0.5589225589225589
E862_25,0.08080808080808081
E65_53,0.1750841750841751
E591_8,0.02356902356902357
E597_277,0.9292929292929293
E519_213,0.7138047138047138
E664_294,0.9865319865319865
E598_289,0.9696969696969697
E446_227,0.7609427609427609
E867_71,0.2356902356902357
E804_267,0.8956228956228957
E759_91,0.30303030303030304
E568_213,0.7138047138047138
E499_172,0.5757575757575758
E969_269,0.9023569023569024
E776_29,0.09427609427609428
E584_213,0.7138047138047138
E831_190,0.6363636363636364
E80_144,0.48148148148148145
E346_227,0.7609427609427609
E899_172,0.5757575757575758
E190_78,0.25925925925925924
E86_277,0.9292929292929293
E902_112,0.37373737373737376
E62_275,0.9225589225589226
E663_55,0.18181818181818182
E493_5,0.013468013468013467
E239_218,0.7306397306397306
E603_199,0.6666666666666666
E418_236,0.7912457912457912
E615_266,0.8922558922558923
E536_77,0.2558922558922559
E924_13,0.04040404040404041
E919_145,0.48484848484848486
E581_103,0.3434343434343434
E706_144,0.48148148148148145
E254_120,0.4006734006734007
E474_33,0.10774410774410774
E612_83,0.2760942760942761
E296_31,0.10101010101010101
E269_53,0.1750841750841751
E736_19,0.06060606060606061
E808_139,0.46464646464646464
E665_78,0.25925925925925924
E98_43,0.1414141414141414
E981_101,0.3367003367003367
E193_105,0.3501683501683502
E807_96,0.31986531986531985
E578_298,1.0
E984_275,0.9225589225589226
E47_146,0.4882154882154882
E528_271,0.9090909090909091
E234_71,0.2356902356902357
E365_188,0.6296296296296297
E54_97,0.32323232323232326
E165_124,0.41414141414141414
E140_237,0.7946127946127947
E24_270,0.9057239057239057
E617_150,0.5016835016835017
E491_284,0.9528619528619529
E782_89,0.2962962962962963
E935_25,0.08080808080808081
E747_142,0.47474747474747475
E308_66,0.21885521885521886
E301_150,0.5016835016835017
E389_70,0.23232323232323232
E19_23,0.07407407407407407
E713_117,0.39057239057239057
E979_140,0.468013468013468
E90_227,0.7609427609427609
E875_160,0.5353535353535354
E802_44,0.1447811447811448
E647_292,0.9797979797979798
E671_144,0.48148148148148145
E921_162,0.5420875420875421
E245_36,0.11784511784511785
E448_237,0.7946127946127947
E556_259,0.8686868686868687
E383_155,0.5185185185185185
E167_122,0.4074074074074074
E99_231,0.7744107744107744
E529_223,0.7474747474747475
E89_294,0.9865319865319865
E316_94,0.31313131313131315
E388_78,0.25925925925925924
E10_185,0.6195286195286195
E139_142,0.47474747474747475
E828_258,0.8653198653198653
E982_149,0.4983164983164983
E550_39,0.12794612794612795
E53_50,0.16498316498316498
E267_287,0.9629629629629629
E886_206,0.6902356902356902
E75_65,0.21548821548821548
E880_97,0.32323232323232326
E38_203,0.6801346801346801
E931_295,0.98989898989899
E869_190,0.6363636363636364
E169_22,0.0707070707070707
E457_158,0.5286195286195287
E477_240,0.8047138047138047
E112_50,0.16498316498316498
E783_284,0.9528619528619529
E350_125,0.4175084175084175
E381_228,0.7643097643097643
E946_39,0.12794612794612795
E580_250,0.8383838383838383
E570_271,0.9090909090909091
E540_122,0.4074074074074074
E398_226,0.7575757575757576
E800_111,0.37037037037037035
E69_42,0.13804713804713806
E205_254,0.8518518518518519
E994_28,0.09090909090909091
E133_108,0.3602693602693603
E819_186,0.622895622895623
E238_161,0.5387205387205387
E259_187,0.6262626262626263
E903_71,0.2356902356902357
E434_181,0.6060606060606061
E223_294,0.9865319865319865
E384_42,0.13804713804713806
E498_44,0.1447811447811448
E610_175,0.5858585858585859
E608_283,0.9494949494949495
E136_174,0.5824915824915825
E298_28,0.09090909090909091
E629_236,0.7912457912457912
E470_142,0.47474747474747475
E558_175,0.5858585858585859
E957_113,0.3771043771043771
E548_68,0.2255892255892256
E175_86,0.28619528619528617
E183_183,0.6127946127946128
E770_44,0.1447811447811448
E998_162,0.5420875420875421
E174_228,0.7643097643097643
E551_174,0.5824915824915825
E516_263,0.8821548821548821
E893_148,0.494949494949495
E890_281,0.9427609427609428
E757_95,0.3164983164983165
E286_251,0.8417508417508418
E952_105,0.3501683501683502
E951_111,0.37037037037037035
E247_113,0.3771043771043771
E530_198,0.6632996632996633
E41_22,0.0707070707070707
E413_214,0.7171717171717171
E76_125,0.4175084175084175
E632_224,0.7508417508417509
E92_259,0.8686868686868687
E147_264,0.8855218855218855
E178_67,0.2222222222222222
E945_35,0.11447811447811448
E948_297,0.9966329966329966
E472_147,0.49158249158249157
E486_291,0.9764309764309764
E334_114,0.38047138047138046
E960_202,0.6767676767676768
E972_278,0.9326599326599326
E868_236,0.7912457912457912
E816_95,0.3164983164983165
E476_242,0.8114478114478114
E884_215,0.7205387205387206
E125_12,0.037037037037037035
E634_131,0.4377104377104377
E123_17,0.05387205387205387
E543_268,0.898989898989899
E878_131,0.4377104377104377
E360_115,0.3838383838383838
E790_138,0.4612794612794613
E750_280,0.9393939393939394
E958_227,0.7609427609427609
E222_105,0.3501683501683502
E18_111,0.37037037037037035
E811_233,0.7811447811447811
E531_191,0.6397306397306397
E684_136,0.45454545454545453
E48_140,0.468013468013468
E17_48,0.15824915824915825
E710_44,0.1447811447811448
E235_244,0.8181818181818182
E27_30,0.09764309764309764
E658_77,0.2558922558922559
E25_182,0.6094276094276094
E892_290,0.9730639730639731
E937_271,0.9090909090909091
E303_4,0.010101010101010102
E821_111,0.37037037037037035
E23_79,0.26262626262626265
E737_14,0.04377104377104377
E911_225,0.7542087542087542
E294_243,0.8148148148148148
E527_98,0.3265993265993266
E373_141,0.4713804713804714
E443_124,0.41414141414141414
E709_33,0.10774410774410774
E575_265,0.8888888888888888
E314_44,0.1447811447811448
E856_181,0.6060606060606061
E237_260,0.8720538720538721
E433_296,0.9932659932659933
E88_42,0.13804713804713806
E449_47,0.15488215488215487
E672_237,0.7946127946127947
E348_275,0.9225589225589226
E164_142,0.47474747474747475
E967_36,0.11784511784511785
E538_26,0.08417508417508418
E962_31,0.10101010101010101
E430_151,0.5050505050505051
E853_250,0.8383838383838383
E185_133,0.4444444444444444
E30_52,0.1717171717171717
E467_26,0.08417508417508418
E186_127,0.42424242424242425
E654_48,0.15824915824915825
E208_183,0.6127946127946128
E676_297,0.9966329966329966
E601_195,0.6531986531986532
E625_265,0.8888888888888888
E415_211,0.7070707070707071
E562_265,0.8888888888888888
E127_54,0.17845117845117844
E940_76,0.25252525252525254
E306_34,0.1111111111111111
E426_6,0.016835016835016835
E797_292,0.9797979797979798
E261_145,0.48484848484848486
E416_166,0.5555555555555556
E6_62,0.2053872053872054
E253_203,0.6801346801346801
E943_124,0.41414141414141414
E577_2,0.003367003367003367
E57_248,0.8316498316498316
E44_254,0.8518518518518519
E698_185,0.6195286195286195
E297_91,0.30303030303030304
E199_155,0.5185185185185185
E826_240,0.8047138047138047
E576_176,0.5892255892255892
E949_15,0.04713804713804714
E489_243,0.8148148148148148
E728_297,0.9966329966329966
E894_49,0.16161616161616163
E56_65,0.21548821548821548
E134_111,0.37037037037037035
E248_262,0.8787878787878788
E742_201,0.6734006734006734
E436_40,0.13131313131313133
E781_193,0.6464646464646465
E817_148,0.494949494949495
E289_285,0.9562289562289562
E336_25,0.08080808080808081
E908_181,0.6060606060606061
E268_125,0.4175084175084175
E51_166,0.5555555555555556
E243_127,0.42424242424242425
E947_131,0.4377104377104377
E196_150,0.5016835016835017
E142_33,0.10774410774410774
E194_67,0.2222222222222222
E284_206,0.6902356902356902
E833_85,0.2828282828282828
E840_13,0.04040404040404041
E293_112,0.37373737373737376
E622_223,0.7474747474747475
E829_24,0.07744107744107744
E854_129,0.43097643097643096
E590_199,0.6666666666666666
E197_289,0.9696969696969697
E650_288,0.9663299663299664
E929_258,0.8653198653198653
E113_78,0.25925925925925924
E262_194,0.6498316498316499
E774_44,0.1447811447811448
E636_177,0.5925925925925926
E766_50,0.16498316498316498
E988_74,0.24579124579124578
E986_162,0.5420875420875421
E478_93,0.30976430976430974
E554_5,0.013468013468013467
E215_297,0.9966329966329966
E762_294,0.9865319865319865
E366_245,0.8215488215488216
